CustomerID,TotalItems,DistinctItems,MaxItems,Entropy,TotalSale,Frequency,CustomerCountry,MonthSale,WeekSale,MonthFrequency,WeekFrequency,Recency,MonthItems,WeekItems,MonthDistinctItems,WeekDistinctItems,EntropyMonth,EntropyWeek
12347.0,1135,82,316,6.114311337461818,342.21999999999986,131,Iceland,34.222,7.777727272727273,13.1,2.977272727272727,40,113.5,25.795454545454547,12.6,2.977272727272727,2.155908473159198,2.4988402319704197
12349.0,436,50,436,5.643856189774728,117.96000000000002,50,Italy,10.723636363636366,2.5097872340425535,4.545454545454546,1.0638297872340425,19,39.63636363636363,9.27659574468085,4.545454545454546,1.0638297872340425,0.0,0.0
12350.0,172,15,172,3.906890595608518,24.450000000000003,15,Norway,12.225000000000001,4.890000000000001,7.5,3.0,311,86.0,34.4,7.5,3.0,0.0,0.0
12352.0,413,45,119,5.286225937278037,180.7,66,Norway,20.077777777777783,4.633333333333334,7.333333333333333,1.6923076923076923,73,45.888888888888886,10.58974358974359,5.333333333333333,1.5128205128205128,1.8392568581476931,2.7606247873144754
12353.0,14,2,14,1.0,4.4,2,Bahrain,0.8800000000000001,0.22000000000000003,0.4,0.1,204,2.8,0.7,0.4,0.1,0.0,0.0
12354.0,256,34,256,5.087462841250338,90.08000000000004,34,Spain,22.52000000000001,5.630000000000003,8.5,2.125,233,64.0,16.0,8.5,2.125,0.0,0.0
12355.0,56,8,56,3.0,28.2,8,Bahrain,3.1333333333333333,0.7833333333333333,0.8888888888888888,0.2222222222222222,96,6.222222222222222,1.5555555555555556,0.8888888888888888,0.2222222222222222,0.0,0.0
12356.0,126,14,102,3.8073549220576055,24.439999999999998,14,Portugal,3.0549999999999997,0.7883870967741935,1.75,0.45161290322580644,23,15.75,4.064516129032258,1.75,0.45161290322580644,1.1308470166452784,1.1308470166452784
12357.0,558,48,558,5.5849625007211605,121.20000000000002,48,Switzerland,20.200000000000003,5.269565217391305,8.0,2.0869565217391304,182,93.0,24.26086956521739,8.0,2.0869565217391304,0.0,0.0
12358.0,46,5,46,2.321928094887362,10.93,5,Austria,0.9108333333333333,0.2230612244897959,0.4166666666666667,0.10204081632653061,3,3.8333333333333335,0.9387755102040817,0.4166666666666667,0.10204081632653061,0.9494520153879484,0.9494520153879484
12359.0,1143,129,513,6.939368518261593,419.51999999999947,147,Cyprus,34.96,8.74,12.25,3.0625,9,95.25,23.8125,12.25,3.0625,1.9101598547438776,1.9101598547438776
12360.0,992,93,406,6.432794559664608,230.36999999999978,113,Austria,23.037000000000003,5.485000000000001,11.3,2.6904761904761907,53,99.2,23.61904761904762,11.3,2.6904761904761907,1.5453045242610974,1.5453045242610974
12361.0,90,9,90,3.169925001442312,18.35,9,Belgium,9.175,2.29375,4.5,1.125,288,45.0,11.25,4.5,1.125,0.0,0.0
12362.0,1710,157,261,7.1258037541304455,541.7899999999996,212,Belgium,49.25363636363637,11.287291666666668,19.272727272727273,4.416666666666667,12,155.45454545454547,35.625,18.454545454545453,4.270833333333333,2.78395972571234,3.0355704920409474
12363.0,78,7,42,2.8073549220576046,14.69,7,Unspecified,1.3354545454545454,0.33386363636363636,0.6363636363636364,0.1590909090909091,36,7.090909090909091,1.7727272727272727,0.6363636363636364,0.1590909090909091,0.8865408928220899,0.8865408928220899
12364.0,524,35,206,5.0474086518852275,60.64000000000002,45,Belgium,6.063999999999999,1.4102325581395347,4.5,1.0465116279069768,41,52.4,12.186046511627907,4.5,1.0465116279069768,1.686294527067752,1.686294527067752
12365.0,172,20,172,4.321928094887363,43.87000000000001,20,Cyprus,21.935000000000006,5.4837500000000015,10.0,2.5,292,86.0,21.5,10.0,2.5,0.0,0.0
12367.0,62,7,62,2.8073549220576046,16.15,7,Denmark,3.2299999999999995,0.85,1.4,0.3684210526315789,212,12.4,3.263157894736842,1.4,0.3684210526315789,0.0,0.0
12370.0,855,105,325,6.615588784575558,310.0999999999998,125,Cyprus,25.841666666666654,6.201999999999998,10.416666666666666,2.5,52,71.25,17.1,9.833333333333334,2.5,0.9948631079048571,1.4295519824198215
12371.0,439,53,439,5.727920454563195,158.73000000000002,53,Switzerland,14.430000000000001,3.527333333333334,4.818181818181818,1.1777777777777778,30,39.90909090909091,9.755555555555556,4.818181818181818,1.1777777777777778,0.11759466565886476,0.11759466565886476
12372.0,230,19,120,4.161978179679553,66.9,26,Denmark,6.081818181818182,1.5204545454545455,2.3636363636363638,0.5909090909090909,35,20.90909090909091,5.2272727272727275,2.3636363636363638,0.5909090909090909,1.5609223914293697,1.5609223914293697
12373.0,66,7,66,2.8073549220576046,15.249999999999998,7,Austria,15.249999999999998,0.2932692307692307,7.0,0.1346153846153846,342,66.0,1.2692307692307692,7.0,0.1346153846153846,0.0,0.0
12374.0,187,22,187,4.459431618637295,53.17000000000001,22,Austria,4.833636363636365,1.1558695652173916,2.0,0.4782608695652174,26,17.0,4.065217391304348,2.0,0.4782608695652174,0.0,0.0
12375.0,101,11,82,3.418295834054489,25.409999999999997,12,Finland,2.31,0.529375,1.0909090909090908,0.25,11,9.181818181818182,2.1041666666666665,1.0909090909090908,0.25,1.194173734256912,1.194173734256912
12377.0,544,56,316,5.797802294866491,134.23999999999998,57,Switzerland,11.186666666666667,2.632156862745098,4.75,1.1176470588235294,316,45.333333333333336,10.666666666666666,4.75,1.1176470588235294,0.9901226308935799,0.9901226308935799
12378.0,1431,162,1431,7.339850002884606,370.67999999999967,162,Switzerland,185.33999999999983,61.779999999999944,81.0,27.0,305,715.5,238.5,81.0,27.0,0.0,0.0
12379.0,317,35,194,5.114369445886754,78.85000000000004,36,Belgium,8.761111111111113,2.0750000000000006,4.0,0.9473684210526315,82,35.22222222222222,8.342105263157896,4.0,0.9473684210526315,1.1410367900938279,1.1410367900938279
12380.0,655,61,288,5.828973469641321,191.59000000000006,79,Belgium,17.417272727272724,4.164999999999999,7.181818181818182,1.7173913043478262,22,59.54545454545455,14.23913043478261,7.090909090909091,1.7173913043478262,1.9499673634937447,2.00708331614133
12381.0,488,49,384,5.520853137751291,153.51000000000005,63,Norway,12.792500000000002,3.1328571428571435,5.25,1.2857142857142858,0,40.666666666666664,9.959183673469388,5.25,1.2857142857142858,1.3625186002547627,1.3625186002547627
12383.0,525,52,186,5.664497779200465,102.46000000000005,56,Belgium,8.538333333333334,2.0090196078431375,4.666666666666667,1.0980392156862746,9,43.75,10.294117647058824,4.666666666666667,1.0980392156862746,1.4217139855887453,2.0978901161363335
12384.0,93,14,49,3.75,43.31999999999999,16,Switzerland,3.9381818181818176,0.9626666666666666,1.4545454545454546,0.35555555555555557,29,8.454545454545455,2.066666666666667,1.4545454545454546,0.35555555555555557,1.3681048373817144,1.3681048373817144
12386.0,30,3,30,1.584962500721156,6.25,3,Australia,0.78125,0.1953125,0.375,0.09375,192,3.75,0.9375,0.375,0.09375,0.7219280948873623,0.7219280948873623
12388.0,561,39,186,5.102368566694143,178.23999999999992,63,Australia,16.203636363636363,3.7923404255319153,5.7272727272727275,1.3404255319148937,16,51.0,11.936170212765957,5.363636363636363,1.3404255319148937,1.8001536403270293,2.3331353906574943
12390.0,138,19,138,4.247927513443588,54.550000000000004,19,Belgium,6.061111111111112,1.4355263157894738,2.111111111111111,0.5,80,15.333333333333334,3.6315789473684212,2.111111111111111,0.5,0.0,0.0
12391.0,178,84,178,6.385861524373001,186.53,85,Cyprus,16.957272727272727,4.055,7.7272727272727275,1.8478260869565217,22,16.181818181818183,3.869565217391304,7.636363636363637,1.826086956521739,0.0,0.0
12393.0,450,41,196,5.283856189774726,124.50000000000006,50,Australia,11.318181818181818,2.8295454545454546,4.545454545454546,1.1363636363636365,39,40.90909090909091,10.227272727272727,4.454545454545454,1.1136363636363635,1.7648627608872582,1.7648627608872582
12394.0,178,19,178,4.247927513443588,38.37,19,Belgium,6.395,1.744090909090909,3.1666666666666665,0.8636363636363636,153,29.666666666666668,8.090909090909092,3.1666666666666665,0.8636363636363636,0.7642045065086203,0.7642045065086203
12395.0,862,63,128,5.759064585296474,256.18999999999994,108,Belgium,21.349166666666665,5.123800000000001,9.0,2.16,5,71.83333333333333,17.24,8.5,2.16,2.718135670189178,3.4639595765492617
12397.0,784,79,414,6.240953260404848,225.87999999999994,92,Belgium,32.26857142857144,7.529333333333337,13.142857142857142,3.066666666666667,136,112.0,26.133333333333333,13.142857142857142,3.066666666666667,0.9910760598382222,0.9910760598382222
12398.0,382,42,382,5.3923174227787625,89.30000000000004,42,Switzerland,8.930000000000003,2.0767441860465126,4.2,0.9767441860465116,46,38.2,8.883720930232558,4.2,0.9767441860465116,0.0,0.0
12399.0,367,28,136,4.75,51.11999999999998,32,Belgium,4.259999999999999,1.0432653061224488,2.6666666666666665,0.6530612244897959,2,30.583333333333332,7.489795918367347,2.6666666666666665,0.6530612244897959,1.828825286804918,1.828825286804918
12401.0,4,1,4,-0.0,3.75,1,Belgium,0.4166666666666667,0.10714285714285714,0.1111111111111111,0.02857142857142857,99,0.4444444444444444,0.11428571428571428,0.1111111111111111,0.02857142857142857,0.0,0.0
12402.0,92,10,92,3.321928094887362,21.199999999999996,10,Belgium,21.199999999999996,7.0666666666666655,10.0,3.3333333333333335,324,92.0,30.666666666666668,10.0,3.3333333333333335,0.0,0.0
12403.0,2,1,2,-0.0,4.95,1,Denmark,0.495,0.11785714285714285,0.1,0.023809523809523808,50,0.2,0.047619047619047616,0.1,0.023809523809523808,0.0,0.0
12405.0,301,32,301,5.0,92.80000000000004,32,Finland,13.257142857142863,3.314285714285716,4.571428571428571,1.1428571428571428,149,43.0,10.75,4.571428571428571,1.1428571428571428,0.0,0.0
12406.0,609,49,332,5.557354922057608,138.76999999999995,56,Denmark,12.615454545454547,3.016739130434783,5.090909090909091,1.2173913043478262,22,55.36363636363637,13.23913043478261,5.090909090909091,1.2173913043478262,0.9990102708804813,0.9990102708804813
12407.0,392,34,190,5.009635872652927,81.64000000000001,39,Belgium,8.164,1.9438095238095239,3.9,0.9285714285714286,50,39.2,9.333333333333334,3.9,0.9285714285714286,2.0564796417670466,2.0564796417670466
12408.0,730,65,271,5.904924371001702,197.3100000000001,83,Belgium,24.66375,6.36483870967742,10.375,2.6774193548387095,128,91.25,23.548387096774192,10.0,2.6774193548387095,2.008742368785682,2.234919159728257
12409.0,53,8,36,2.845350936622437,37.519999999999996,11,Switzerland,3.752,0.938,1.1,0.275,65,5.3,1.325,1.0,0.25,1.0511287653783803,1.0511287653783803
12410.0,104,11,105,3.418295834054489,28.5,12,Switzerland,2.590909090909091,0.6477272727272727,1.0909090909090908,0.2727272727272727,38,9.454545454545455,2.3636363636363638,1.0909090909090908,0.2727272727272727,0.37123232664087563,0.37123232664087563
12412.0,419,31,188,4.868507898969237,94.08000000000003,42,Denmark,10.453333333333333,2.4123076923076923,4.666666666666667,1.0769230769230769,75,46.55555555555556,10.743589743589743,4.666666666666667,1.0769230769230769,1.5357733028273342,1.5357733028273342
12413.0,235,20,135,4.208410187268527,62.59000000000001,27,France,10.431666666666667,2.845,4.5,1.2272727272727273,9,39.166666666666664,10.681818181818182,4.333333333333333,1.2272727272727273,1.086943753557998,1.389035952556319
12414.0,84,7,36,2.8073549220576046,17.949999999999996,7,Austria,2.9916666666666667,0.8159090909090909,1.1666666666666667,0.3181818181818182,188,14.0,3.8181818181818183,1.1666666666666667,0.3181818181818182,1.571541671821925,1.571541671821925
12415.0,100,64,59,5.970448015408786,259.7900000000001,119,Australia,32.47375,7.872424242424243,14.875,3.606060606060606,25,12.5,3.0303030303030303,8.125,1.9696969696969697,2.7331257466679366,3.299879359885347
12417.0,776,97,165,6.5199516453231805,307.40999999999974,110,Belgium,25.617500000000003,6.1482,9.166666666666666,2.2,40,64.66666666666667,15.52,9.083333333333334,2.2,2.8870834892180466,3.256405400747755
12418.0,136,16,136,4.0,44.84,16,Switzerland,5.605,1.3587878787878789,2.0,0.48484848484848486,113,17.0,4.121212121212121,2.0,0.48484848484848486,0.0,0.0
12420.0,110,17,110,4.08746284125034,57.63000000000001,17,Cyprus,8.232857142857144,2.1344444444444446,2.4285714285714284,0.6296296296296297,153,15.714285714285714,4.074074074074074,2.4285714285714284,0.6296296296296297,0.0,0.0
12421.0,275,27,91,4.696131794257844,56.31000000000002,31,Spain,5.11909090909091,1.198085106382979,2.8181818181818183,0.6595744680851063,16,25.0,5.851063829787234,2.8181818181818183,0.6595744680851063,1.9748624004672495,1.9748624004672495
12422.0,320,35,148,5.129283016944964,72.0,35,Australia,12.0,2.88,5.833333333333333,1.4,169,53.333333333333336,12.8,5.833333333333333,1.4,1.5119569275341505,1.5119569275341505
12423.0,874,74,160,6.084700074479107,154.7399999999999,93,Belgium,12.894999999999998,3.034117647058823,7.75,1.8235294117647058,89,72.83333333333333,17.137254901960784,7.75,1.8235294117647058,2.9160040003405845,2.9588344849903643
12424.0,133,15,120,3.906890595608518,37.559999999999995,15,Australia,6.259999999999999,1.4446153846153844,2.5,0.5769230769230769,163,22.166666666666668,5.115384615384615,2.5,0.5769230769230769,0.0,0.0
12425.0,228,26,228,4.700439718141092,61.78000000000001,26,Portugal,6.8644444444444455,1.6257894736842107,2.888888888888889,0.6842105263157895,78,25.333333333333332,6.0,2.888888888888889,0.6842105263157895,0.0,0.0
12426.0,220,23,220,4.523561956057013,52.84000000000001,23,Germany,10.568000000000001,2.5161904761904768,4.6,1.0952380952380953,195,44.0,10.476190476190476,4.6,1.0952380952380953,0.0,0.0
12427.0,182,19,107,4.186704345910023,49.96,22,Germany,4.163333333333333,0.9796078431372548,1.8333333333333333,0.43137254901960786,12,15.166666666666666,3.5686274509803924,1.8333333333333333,0.43137254901960786,1.8084541072430207,1.9267886629594864
12428.0,1627,170,622,7.363182744076986,435.98999999999944,184,Finland,39.635454545454515,9.478043478260862,16.727272727272727,4.0,26,147.9090909090909,35.369565217391305,16.454545454545453,4.0,1.5018271167267305,1.9124979321233804
12429.0,574,46,236,5.4495263507487905,135.49000000000004,53,Denmark,12.317272727272725,2.822708333333333,4.818181818181818,1.1041666666666667,9,52.18181818181818,11.958333333333334,4.818181818181818,1.1041666666666667,1.9819681082364635,1.9819681082364635
12430.0,88,8,88,3.0,16.11,8,Norway,1.611,0.37465116279069766,0.8,0.18604651162790697,44,8.8,2.046511627906977,0.8,0.18604651162790697,0.0,0.0
12431.0,1183,119,241,6.751756107170336,396.8499999999993,151,Australia,33.07083333333334,7.937000000000001,12.583333333333334,3.02,2,98.58333333333333,23.66,11.916666666666666,2.92,2.7617422959183324,3.302506815134682
12432.0,570,57,266,5.823498236506881,127.15,58,Norway,12.715,2.9569767441860466,5.8,1.3488372093023255,43,57.0,13.255813953488373,5.7,1.3255813953488371,0.876716288999464,0.876716288999464
12433.0,1818,113,488,6.658820880401476,431.6599999999996,175,Norway,39.24181818181818,8.992916666666668,15.909090909090908,3.6458333333333335,10,165.27272727272728,37.875,15.0,3.6458333333333335,2.2299146903610008,2.577281291741079
12434.0,306,35,279,5.114369445886754,66.73,36,Australia,5.560833333333334,1.3346,3.0,0.72,85,25.5,6.12,3.0,0.72,1.2784315002250424,1.2784315002250424
12436.0,71,8,71,3.0,30.63,8,Norway,30.63,30.63,8.0,8.0,335,71.0,71.0,8.0,8.0,0.0,0.0
12437.0,981,77,205,6.173402344426086,180.63999999999996,96,France,16.421818181818185,3.763333333333334,8.727272727272727,2.0,9,89.18181818181819,20.4375,8.545454545454545,2.0,2.8900607956854905,3.498550197378431
12438.0,598,56,300,5.75,148.98,64,Norway,13.543636363636365,3.1697872340425537,5.818181818181818,1.3617021276595744,15,54.36363636363637,12.72340425531915,5.818181818181818,1.3617021276595744,1.0,1.0
12441.0,45,7,45,2.8073549220576046,21.450000000000003,7,France,2.6812500000000004,0.6703125000000001,0.875,0.21875,485,5.625,1.40625,0.875,0.21875,0.0,0.0
12442.0,60,6,60,2.584962500721156,9.24,6,Spain,1.54,0.4017391304347826,1.0,0.2608695652173913,181,10.0,2.608695652173913,1.0,0.2608695652173913,0.0,0.0
