CustomerID,TotalItems,DistinctItems,MaxItems,Entropy,TotalSale,Frequency,CustomerCountry,MonthSale,WeekSale,MonthFrequency,WeekFrequency,Recency,MonthItems,WeekItems,MonthDistinctItems,WeekDistinctItems,EntropyMonth,EntropyWeek
12347.0,1135,82,316,6.114,342.22,131,Iceland,34.222,7.778,13.1,2.977,40,113.5,25.795,12.6,2.977,2.156,2.499
12349.0,436,50,436,5.644,117.96,50,Italy,10.724,2.51,4.545,1.064,19,39.636,9.277,4.545,1.064,1.0,1.0
12350.0,172,15,172,3.907,24.45,15,Norway,12.225,4.89,7.5,3.0,311,86.0,34.4,7.5,3.0,1.0,1.0
12352.0,413,45,119,5.286,180.7,66,Norway,20.078,4.633,7.333,1.692,73,45.889,10.59,5.333,1.513,1.839,2.761
12353.0,14,2,14,1.0,4.4,2,Bahrain,0.88,0.22,0.4,0.1,204,2.8,0.7,0.4,0.1,1.0,1.0
12354.0,256,34,256,5.087,90.08,34,Spain,22.52,5.63,8.5,2.125,233,64.0,16.0,8.5,2.125,1.0,1.0
12355.0,56,8,56,3.0,28.2,8,Bahrain,3.133,0.783,0.889,0.222,96,6.222,1.556,0.889,0.222,1.0,1.0
12356.0,126,14,102,3.807,24.44,14,Portugal,3.055,0.788,1.75,0.452,23,15.75,4.065,1.75,0.452,1.131,1.131
12357.0,558,48,558,5.585,121.2,48,Switzerland,20.2,5.27,8.0,2.087,182,93.0,24.261,8.0,2.087,1.0,1.0
12358.0,46,5,46,2.322,10.93,5,Austria,0.911,0.223,0.417,0.102,3,3.833,0.939,0.417,0.102,0.949,0.949
12359.0,1143,129,513,6.939,419.52,147,Cyprus,34.96,8.74,12.25,3.062,9,95.25,23.812,12.25,3.062,1.91,1.91
12360.0,992,93,406,6.433,230.37,113,Austria,23.037,5.485,11.3,2.69,53,99.2,23.619,11.3,2.69,1.545,1.545
12361.0,90,9,90,3.17,18.35,9,Belgium,9.175,2.294,4.5,1.125,288,45.0,11.25,4.5,1.125,1.0,1.0
12362.0,1710,157,261,7.126,541.79,212,Belgium,49.254,11.287,19.273,4.417,12,155.455,35.625,18.455,4.271,2.784,3.036
12363.0,78,7,42,2.807,14.69,7,Unspecified,1.335,0.334,0.636,0.159,36,7.091,1.773,0.636,0.159,0.887,0.887
12364.0,524,35,206,5.047,60.64,45,Belgium,6.064,1.41,4.5,1.047,41,52.4,12.186,4.5,1.047,1.686,1.686
12365.0,172,20,172,4.322,43.87,20,Cyprus,21.935,5.484,10.0,2.5,292,86.0,21.5,10.0,2.5,1.0,1.0
12367.0,62,7,62,2.807,16.15,7,Denmark,3.23,0.85,1.4,0.368,212,12.4,3.263,1.4,0.368,1.0,1.0
12370.0,855,105,325,6.616,310.1,125,Cyprus,25.842,6.202,10.417,2.5,52,71.25,17.1,9.833,2.5,0.995,1.43
12371.0,439,53,439,5.728,158.73,53,Switzerland,14.43,3.527,4.818,1.178,30,39.909,9.756,4.818,1.178,0.118,0.118
12372.0,230,19,120,4.162,66.9,26,Denmark,6.082,1.52,2.364,0.591,35,20.909,5.227,2.364,0.591,1.561,1.561
